,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
2431,Arman Rahman,1.02E+16,"Hey grab. Grabpay ""systemglitch"" have been on for two weeks. Wanna do something about that?  Many of us are facing such issues and at the same time you guys are introducing new promotions only via grabpay payment. Its kinda ironic though.. Thanks!",2039,,4/15/2017 3:31,3,6,42,0.5,0,1,1,0
2432,Benedict Soh,1.02E+16,U give 9bucks off but your pricing is 22.5times more expensive than uber. I stopped using uber due to the price the last time but now the pricing for grab is crazy. Bedok south to Marina Square 8am $35. Uber $14. Lol.,2033,,4/13/2017 23:10,23,4,42,0.5,0,2,1,0
2433,Liza Hamid,1.02E+16,I have been calling grab since lasr friday. I even request the manager . I cant use my grab pay because of grab hitch issue payment. What is the problem?????,2040,,4/15/2017 4:26,4,6,30,-1,0,1,0,0
2434,Carol Stone,3.12E+14,I realise so many complaining that they also get to pay by cash  What is happening? can someone get back to me...this is really frustrating?,2025,,4/13/2017 2:18,2,4,25,-1,0,1,0,0
2435,Eirah Suffian,1.80E+15,Grab disable my credit pay. I top.my grabpay 50.00 then still cannot used. Been talking to 3 customer service all.say will call back within 3 days but nobody call back. Bad service if only we have other alternative surely will banned this grab,2032,,4/13/2017 17:12,17,4,43,-0.75,0,2,0,0
2436,Melvin Ng Q Q,1.02E+16,"You tell everyone to PM you about the GrabPay issues. But in the end you just tell them that you guys are still looking into the matter and will try to solve it as soon as possible. I have called ur customer service hotline twice, send in an email, and all 3 times i was told that you guys are trying ur best to solve the issue. Which initially we try to be understanding. But wads the pt of offering all these discounts if most of ur customers are unable to use them? Knowing that a huge percentage of ur customers are currently affected by the GrabPay issues, the least u could do if you want to offer these discounts is to make them available for cash payment too. That would make more sense. Its like having a store promotion of 50% off all products by nets payment but then all ur nets terminals are down. Defeats the whole purpose and you only end up with more unhappy customers.",2029,negative,4/13/2017 9:28,9,4,169,0.666666667,0,2,5,1
2437,Juner Jy,1.88E+15,u gv promo code but keep going highfare   i dint feel any cheaper than taxi lol i invite few times for fren no get any free 8dollar also keep cheating us  call not response also  im vry dissapointed,2034,negative,4/14/2017 2:49,2,5,38,1.8,0,1,3,0
2438,Jane Lin,1.41E+15,Seriously what's wrong with you guys ? I top up credits to use. Also grey out. My Cc card also grey out. How to use ? Send a support ticket to only get a auto generated reply.,2026,,4/13/2017 2:37,2,4,37,0,0,3,2,0
2439,Laura Tan,1.02E+16,Hi Grab I tried to use the JUST7 code earlier but i received an error message. Has it been used up for today?,2042,,4/17/2017 22:00,22,1,23,-2,0,1,0,0
2440,Why Not Deals Singapore,9.53E+14,This UPSIZED promotion has been featured at https://www.whynotdeals.com/deals/grabsingaporeupsized9off2nddailyjustgrabridepromotion1214apr2017/,2020,,4/12/2017 16:08,16,3,8,0,0,0,0,0
2441,Mervyn Jui Meng Tan,1.14E+15,"If you ride or drive with Uber, Grab or Ryde, you're warmly invited to join this new group. The main purpose is to share common problems and experiences from both sides of the whole PHV experience. Members' submitted posts content are varied and hopefully focused to achieve a better ride experience for all parties. https://m.facebook.com/groups/1013566295436747?tsid=0.8880429809538628&source=types",2019,,4/12/2017 4:11,4,3,55,1,0,1,5,0
2442,Kai Portnoy,1.02E+16,Pmed,2018,,4/12/2017 2:18,2,3,1,0,0,0,0,0
2443,Steven Ang Wen Pei,1.02E+16,An'dy Tang,2017,,4/11/2017 23:41,23,2,2,0,0,0,0,0
2444,Grab,2.30E+14,"Hi Phanxs Phanxs, will you be able to PM us with your registered mobile number so that we can look into the matter. Thank you.",1995,,4/10/2017 2:35,2,1,25,1.5,0,0,2,0
2445,Jasmine Chan,1.02E+16,"don't really understand. just want to confirm that say if I take one ride today and use the promo code, I can get $7 off my ride the next day? or have to be redeemed same day? thanks!",1999,,4/10/2017 6:49,6,1,38,1.666666667,0,0,3,0
2446,Hyder Sharif,1.02E+16,I can never get through GrabCar customer service on the phone. Is there anyone working to answer calls?,1998,,4/10/2017 5:39,5,1,18,0,0,0,0,0
2447,Jonathan Wong,1.02E+16,"Much too often, i have to encounter Grab drivers who don't know that they have to split the ERP charges. It's happening way too often... I have a new (this must be the 6th or 7th one so far) case  15529003.  Grab, please refund me the difference. Thanks",2007,,4/11/2017 17:28,17,2,48,1,0,0,2,0
2448,Nelly Koh,1.02E+16,JustGrab system charges wrongly when I took it for the first time (i got a taxi). No response when I raised a ticket. Not wise to try JustGrab again anytime soon until the system is fixed and Grab can respond....,2012,,4/11/2017 22:52,22,2,40,0,0,1,0,0
2449,Santha Nagalinggam,1.61E+15,You said 15000 redemption daily....meaning if I took a just grab in the morning and need to take it again in the evening using the promotion.  Will it work. Or if it's after 15000 redemption then I won't get it....I'm confused as your redemption completes quite fast.,2000,,4/10/2017 19:41,19,1,47,-2,0,1,0,0
2450,Michelle Koh,1.02E+16,Yes! I don't have to pay for my second ride back... but I waited for at least quite some time before I managed to Grab ... And the wait for the car to come...8mins...,1993,,4/9/2017 4:26,4,0,34,-0.333333333,0,1,1,0
2451,Shinyie Lim,1.02E+16,"The last time I tried to redeem such an offer, although my second ride was on the same day, I couldn't cuz it was fully redeemed. So disappointing!",2009,negative,4/11/2017 19:29,19,2,28,0,0,1,1,0
2452,Sin Pan,1.02E+16,My account got compromised and I called grab for 34 times but every time u guys said under investigation! Pls refund me and sort this out!,1994,,4/10/2017 2:32,2,1,26,2,0,0,1,0
2453,Mentz AlphaStar,3.12E+14,Simply cant USE the just7 justgrab5 promo. Keep prompting not eligible Been a avid grab user now. Starting to loose confidence.,2010,,4/11/2017 21:34,21,2,21,0.333333333,0,1,2,0
2454,Wong Kean Mun,1.02E+16,Hey grab why are you ignoring those customers who is paying by cash? Does that means that the cash paying customers is not your customers?,2001,,4/10/2017 23:00,23,1,25,0,0,0,0,0
2455,Thiam Seng,7.86E+14,I am trying to called you guys for 3 working days straight. No ones pick up my call. All last about 20mins of waiting time.,2005,,4/11/2017 6:11,6,2,25,-0.5,0,2,1,0
2456,Janice Wee,1.02E+16,Tan Ka Jun apparently you're not the only one having problems with grabpay ,2006,,4/11/2017 6:40,6,2,14,-2,0,1,0,0
2457,Zee Sahib,1.02E+16,"Dear Grab, my grabpay option is NOT WORKING AGAIN! I have 200 in topped up value in grabpay and I cannot use ANY OF IT. I TRIED CALLING AND EMAILING and this is the 2ND time this is happening since Friday. It was reinstated yesterday but when I tried to use it again today, the money that I have in grabpay cannot be accessed. Seriously. Someone needs to answer my queries. This is unacceptable.",1997,,4/10/2017 3:07,3,1,74,0,0,1,1,0
2458,Why Not Deals Singapore,9.53E+14,This promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore7off2ndjustgrabridepromotion814apr2017/,1992,,4/9/2017 0:08,0,0,7,0,0,0,0,0
2459,Bowie Tan,1.02E+16,I have to wait at least 10mins to get a grab n another 10 mins for it to arrives.... #grab,2002,,4/11/2017 2:27,2,2,20,0,0,0,0,0
2460,Kangmin Low,1.02E+16,"Hi I successfully applied the promo code, but the discount was not successfully applied. Is it the system fault? Can help me look into it?",2016,,4/12/2017 4:39,4,3,25,2,0,0,1,0
2461,Lina Mohamed Yasin,1.67E+15,Lea M. Aramaiah Apparently we're not the only one with grabpay issue ,2008,,4/11/2017 19:01,19,2,13,0,0,0,0,0
2462,Angel Neo,1.84E+15,GIVE ME SOME PROMO CODES USING CASH PLS,1996,,4/10/2017 3:06,3,1,8,2,0,0,1,0
2463,Viven Chung,1.51E+15,"To :operation of grab, if credit no balance,  the driver still have customers?",2015,,4/12/2017 3:37,3,3,13,0,0,1,0,0
2464,Suneeta Devi,1.02E+16,Hi grab  can we have additional stops for justgrab?,2014,,4/12/2017 1:21,1,3,9,-1,0,1,0,0
2465,Danny Sousa,1.59E+15,Expired today yet?,2013,,4/12/2017 0:33,0,3,3,0,0,0,0,0
2466,Shinoy Job,1.59E+15,,2011,,4/11/2017 22:15,22,2,1,0,0,0,0,0
2467,Steven Tan,1.02E+16,Very disappointed,2004,negative,4/11/2017 4:38,4,2,2,-2,0,1,0,0
2468,Steven Tan,1.02E+16,Yes why grab is like this,2003,,4/11/2017 4:38,4,2,6,0.5,0,0,1,0
2469,Grab,2.30E+14,"Hi all, Kindly note that SAVE promotion campaign is fully redeemed earlier today. Thank you for the support given!",1978,,4/11/2017 1:05,1,2,19,2.4,0,0,4,1
2470,Grab,2.30E+14,"Hi all, SAVE promotion campaign is fully redeemed for today. Thank you for the support given!",1975,,4/9/2017 23:24,23,0,16,2,0,0,4,0
2471,Steven Lee,1.02E+16,Wow.. 10min passed and the SAVE was fully redeemed.. wp Grab,1982,,4/11/2017 17:16,17,2,11,2.666666667,0,0,2,1
2472,Joyce Lye Hui Xin,1.02E+16,I'm using grabpay but I can't seem to use the promo code? Even at 1pm? Meaning fully redeemed by 1pm?,1977,,4/10/2017 22:43,22,1,20,2,0,0,1,0
2473,Kenny Giam,1.02E+16,The save promotion is fully redeemed?,1984,,4/11/2017 21:19,21,2,6,2,0,0,2,0
2474,Sapna Mulani,1.58E+15,Code already fully redeemed??,1983,,4/11/2017 21:03,21,2,4,2,0,0,1,0
2475,Ricky Lee,1.02E+16,Finished????,1989,negative,4/12/2017 23:26,23,3,1,0,0,0,0,0
2476,Selene FJ Zhang,1.02E+16,Finished???????,1976,negative,4/10/2017 20:45,20,1,1,0,0,0,0,0
2477,John John,1.02E+16,Issit fully redeemed can't seem to use,1985,neutral,4/11/2017 21:56,21,2,7,2,0,0,1,0
2478,Shao Zhi,1.96E+15,1 redemption daily ?,1990,neutral,4/12/2017 23:38,23,3,4,0,0,0,0,0
2479,Yong Teck Loh,1.02E+16,"Same here.  Grabpay is unavailable since Friday evening  Already complained, they told me need 23 business day to revert back.  All promo code will not be possible to use after first grab pay is successful, as grab pay will be disabled after that.",1969,negative,4/8/2017 19:30,19,6,43,0.25,0,1,1,0
2480,AnaCherry Kaylenne,1.02E+16,Hello grab. What u guys trying to do? Giving fake promo code? Or trying to be funny? There is many user out there trying to use ur promo code but we can't find it at all. And yet u stated it's fully redeemed. Problem is 905 am fully redeemed? And actually we all can't even find the code. Is nothing. Don't try to bullshit with ur regular. Waiting for your reply. Grab....,1987,negative,4/12/2017 10:27,10,3,72,-0.428571429,1,3,2,1
2481,Suzsu Yeung,1.02E+16,"Ridiculous to send everyone about a promo that can't even be used.. I called support (GTA[the person whom I spoke to]) at 1.30pm to ask why I couldn't even see the promo, she told me it has been inactivated. And she did not apologies for this mishap. Kept telling me she can't do anything and she will report this to technical side, there is no technical problem here if you said grab has inactivate it!  I said I want to address this issue to Someone and she tell me all managers are busy right now (super call center kind of lies). So much bullshit.",1991,negative,4/13/2017 21:39,21,4,104,-0.857142857,1,4,4,0
2482,Mikaeel Ibn,1.51E+15,"Next time if it is only 10,000 redemption per day you should reserve 5,000 for Morning & 5,000 for afternoon. So it will be fair enough for everyone. Not everyone Travelling at morning rush hour using grab share. Thanks Grab.",1986,,4/12/2017 0:46,0,3,40,1.666666667,0,0,3,0
2483,Koh Jun Hui,1.02E+16,Grab Ignoring all issues below. up till today grabpay option still not working. It shows cancelled for the option of Credit/ Card. Customer service promise a call back since Saturday which has yet to happen. Seems to be ignoring issues which needs action eh?,1979,,4/11/2017 16:30,16,2,44,0,0,1,1,0
2484,Jeni Choo,1.02E+16,Doesn't benefit for those who needs in the early morning 7am onwards.... ,1967,,4/8/2017 17:10,17,6,13,2,0,0,1,0
2485,Aidah Yunos,1.54E+15,Same here. Can't choose payment mode.  Call support & Grab is not answering... so much avoiding our calls!,1968,,4/8/2017 19:20,19,6,18,2,0,0,1,0
2486,Koh Jun Hui,1.02E+16,"Release promo only applicable to grabpay, disable Grabpay. Sibeh Grab style",1970,,4/8/2017 19:59,19,6,11,0,0,0,0,0
2487,Trisna Bee,1.02E+16,Grab It's 9.08am and e code is tagged as sold out!?,1981,,4/11/2017 17:09,17,2,11,0,0,0,0,0
2488,Anitta Babyanna Shayne Menon,1.02E+16,Hi my grabpay and credits have also been disabled since yesterday? Simi daiji ah?,1971,,4/8/2017 22:26,22,6,14,0,0,0,0,0
2489,Ellen Teo,1.02E+16,"I can't use grabpay, called hotline no answer, emailed but only gotten auto replies.",1973,,4/9/2017 7:08,7,0,14,0,0,1,0,0
2490,Sritharchana Jayaprakas,1.02E+16,Its 9.02am and it states that the code is fully redeemed...really?!?!,1980,,4/11/2017 17:03,17,2,11,2,0,0,0,0
2491,Arianaluvlux Senrose,1.02E+16,Why got no option to pay by cash if using those promo... always credit credit ... Walao,1974,,4/9/2017 10:10,10,0,17,0,0,1,0,0
2492,Why Not Deals Singapore,9.53E+14,This GrabShare promo code has been featured at https://www.whynotdeals.com/deals/grabsingapore4offgrabsharepayinggrabpaypromotion814apr2017/,1972,,4/9/2017 0:26,0,0,9,0,0,0,0,0
2493,AnaCherry Kaylenne,1.02E+16,And now I try during job peak the code come out. Isn't that funny?,1988,,4/12/2017 10:29,10,3,14,4,0,0,0,1
2494,Wong Chih Kang,1.02E+16, Happy World Health Day and remember to stay safe on the road!,1961,positive,4/7/2017 18:08,18,5,13,2,0,0,2,0
2495,Gary Chan,1.95E+14,,1964,neutral,4/9/2017 2:31,2,0,1,0,0,0,0,0
2496,Merry Khim,2.80E+14,,1963,neutral,4/8/2017 3:18,3,6,1,0,0,0,0,0
2497,Nrdn Yssf,2.00E+15,j,1966,neutral,4/10/2017 7:05,7,1,1,0,0,0,0,0
2498,Silvarani Ramalingam,4.82E+14,,1965,neutral,4/10/2017 0:01,0,1,1,0,0,0,0,0
2499,Jeff Lee,1.68E+15,How to join?? Is it free??,1962,neutral,4/8/2017 2:26,2,6,6,1.333333333,0,0,2,0
2500,Grab,2.30E+14,"Hi Jonathan Wong, will you be able to PM us your contact details and the ticket number so that we can look into the matter for you. Thank you.",1960,,4/6/2017 18:24,18,4,29,1.5,0,0,2,0
2501,Lam Lynn,1.02E+16,"Grab share is good but some passenger sit like queen , took up the space for her bag  and even sit 1:3 of the back chair, need improvement, maybe driver should voice up telling the passenger to put her things on the floor and be considerate to others",1957,,4/5/2017 5:16,5,3,48,1,0,0,2,0
2502,Kelvin Ong,1.50E+15,Taking too frustrating delay in reaching the destination (esp for the last passenger to alight) when grabshare service keeps asking driver to turn back (if not grab driver's incentive will be at steak) to pickup new passengers even when the vehicle was about to enter to express way.,1958,negative,4/5/2017 8:07,8,3,48,-0.666666667,0,2,1,0
2503,Annei Pbs Maverick,1.67E+15,"Presume normal fare $10. Grab take 20% frm driver. Driver to earn $8. Grabshare fare 30% lower, so $7. Grab still take 20%. Driver to earn $5.60.",1956,,4/4/2017 23:27,23,2,27,0,0,0,0,0
2504,"Uber/ Grab Private Hire Community, Firstlane",1.53E+15,Leave a reward tip for my nice Grab driver with the extra savings,1954,,4/4/2017 21:20,21,2,13,1.666666667,0,1,1,1
2505,Maxie Ban Leong,1.02E+16,...Save it in my piggy bank of course. Haha,1950,positive,4/4/2017 19:23,19,2,9,2.5,0,0,2,0
2506,Samuel See Toh,1.02E+16,Desert hahahaha,1953,positive,4/4/2017 20:49,20,2,2,0,0,0,0,0
2507,Melvin Seah,1.02E+16,WHAT ELSE BUT UPSIZE MY MEAL WAHAHA,1959,positive,4/5/2017 18:10,18,3,7,0,0,0,0,0
2508,Ebenezer Tan,5.03E+14,TREAT YOSELF TO ANOTHER GRABSHARE RIDE,1955,positive,4/4/2017 22:52,22,2,6,0,0,0,0,0
2509,Lim Michael,1.96E+15,Grabshare is only  Good for the riders.,1949,positive,4/4/2017 18:22,18,2,7,3,0,0,1,0
2510,Tan Lay Bee,1.02E+16,Take more grabshare rides.,1952,,4/4/2017 20:20,20,2,4,0,0,0,0,0
2511,Choo JenSin,1.02E+16,"Take your first FREE Grab ride (up to SGD8) using https://invite.grab.co/3AEACC  Also join the #1 hourly rental driver FB group at TinyURL.com/GrabPowerHour to chat with fellow hourly rental drivers, learn from each other, and share tips & tricks of the trade.",1951,positive,4/4/2017 20:10,20,2,41,1.25,0,0,3,0
2512,Grab,2.30E+14,"H Lim Li Wei, please do drop us a PM with your contact details so that we can do a further check. Thank you.",1948,neutral,4/13/2017 2:59,2,4,24,0.666666667,0,1,2,0
2513,Grab,2.30E+14,"Hi, SAVE4 promotion campaign is fully redeemed earlier today. Thank you for the support.",1941,,4/7/2017 1:28,1,5,14,2,0,0,4,0
2514,Grab,2.30E+14,"Hi, SAVE4 promotional campaign is fully redeemed today at 3.38pm. Thanks for all the support!",1936,,4/5/2017 0:47,0,3,15,2,0,0,4,0
2515,Grab,2.30E+14,"Unfortunately, SAVE4 is fully redeemed earlier today. Thank you all for the support.",1931,,4/4/2017 2:00,2,2,13,2,0,0,4,0
2516,YuanXiang Lin,1.02E+16,"I tried at 830am and it's invalid promo, fully redeem so early in the morning?",1929,,4/3/2017 16:30,16,1,15,0,0,0,0,0
2517,Lynnie Wong,1.02E+16,i tried applying now the promo but its invaild,1937,,4/5/2017 23:44,23,3,9,0,0,0,0,0
2518,Valson Lai Guo Lai,1.02E+16,Hahahaha unable to work! Nice,1925,positive,4/3/2017 0:22,0,1,5,4,0,0,0,1
2519,Angel Reuben,1.65E+15,Hi is SAVE4 redeemed today ?,1945,,4/8/2017 1:25,1,6,6,2,0,0,2,0
2520,Fiona Grace,1.02E+16,Hi is it fully redeemed?,1944,,4/7/2017 23:28,23,5,5,2,0,0,1,0
2521,Er Shu Zhuang,1.48E+15,I tried and I m unsure y m I not eligible.,1934,neutral,4/4/2017 15:46,15,2,11,-1,0,1,0,0
2522,Jeni Choo,1.02E+16,Very sad... not able to take grabshare as T&C apply! 9am to 9pm! Those start work at 8am... need to take from 7am onwards... doesn't benefits us... I've been taking Grab every morning but now we can't enjoy the promo code... ,1943,negative,4/7/2017 6:51,6,5,42,0.666666667,0,1,2,0
2523,Jenn N John,1.02E+16,I have been kept observing the promo and every single time the promo code seems to be fully redeem on the very same day when it announce it. Why don't just have a promo just for a day rather than saying last for this date to this date. And thereafter update promo code redemption fully redeem??,1938,,4/6/2017 4:23,4,4,56,0,0,0,0,0
2524,Yong Teck Loh,1.02E+16,"Same here.  Grabpay is unavailable since Friday evening  Already complained, they told me need 23 business day to revert back.  All promo code will not be possible to use after first grab pay is successful, as grab pay will be disabled after that.",1946,,4/8/2017 19:32,19,6,43,0.25,0,1,1,0
